Review, Rating, Date,Subjectivity,Polarity
It is working very well. I was able to start using it quickly and it provides useful information in an organized format that I can customize.,5,Dec 31 2021,0.35625,0.3333333333333333
login stuck in a loop it does not work login stuck in a loop it does not work login stuck in a loop it does not work,1,Dec 30 2021,0.0,0.0
I like how my emails can automatically be tracked in HubSpot so that I can set task reminders to follow up with my prospects,4,Dec 30 2021,0.0,0.0
Good! Keep up Good work .. Look forward for more Features & email capabilities,4,Dec 30 2021,0.5666666666666668,0.6916666666666668
Wonderfully designed tool. Worth using it. It really helps a person to record all the transactions and helps great book keeping.,5,Dec 30 2021,0.5125,0.575
Muy bien es funcional es sencillo su uso y me sirve bastante. Lo puedo usar en la pc o en mi cel.,4,Dec 29 2021,0.0,0.0
Excelente cumple con mis expectativas y con lo que busco realizar así que todo bien,5,Dec 29 2021,0.0,0.0
it is easy to connect  still connecting and you can send in every moments what you need  and recive  what you what at all the time,5,Dec 28 2021,0.8333333333333334,0.43333333333333335
The missing components are task management and sequence management. The seller has to flip between G-mail and HubSpot to get most things done.,2,Dec 28 2021,0.275,0.15
Gmail and HubSpot work well together. This integration saves me a lot of time because I can easily use templates to respond to common emails and I like how easy it is to add my various meeting links.,5,Dec 26 2021,0.6666666666666667,0.14166666666666666
I am simply pleased with Gmail. It is easy to use being available from any browser is probably the bigest advantage.,5,Dec 24 2021,0.7444444444444445,0.4444444444444445
Has not been useful as it rarely ever remains signed in and as a result forgets to sync properly.,1,Dec 24 2021,0.3333333333333333,0.19999999999999998
Easy to install and works well. Quick and simple installation. Intuitive interface.,5,Dec 24 2021,0.5634920634920636,0.25555555555555554
It is very efficient. It helps with booking appointments / meetings easier...................,5,Dec 23 2021,0.3,0.2
HubSpot is anything but intuitive.,1,Dec 23 2021,0.0,0.0
Gmail works very well. I feel that It allows me to organize my schedule very well. I also feel like the organization in my inbox helps me filter a lot of my emails.,5,Dec 22 2021,0.3,0.2
More or less ok. Time to time happening some errors with gmail. but ovelal ok.,5,Dec 22 2021,0.39166666666666666,0.33333333333333337
Using HubSpot+Gmail has been amazing. Not only updates my pipeline with info regarding the communication it allows my team to keep track of contacts proposals deals and the bits and pieces of what it takes to manage sales and business development for a growing startup. It's perfect for a small team while adding a powerful resource to all involved.,5,Dec 21 2021,0.86,0.33
.............asdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdfasdf,5,Dec 21 2021,0.0,0.0
Global access made easy Formatting and email attachment's are clear and formatted to the document.,5,Dec 21 2021,0.4055555555555556,0.17777777777777778
Excelente hace tiempo intenté integrarla a mi cuenta de HubSpot y no funcionaba; ahora si es excelente el resultado.,5,Dec 20 2021,0.0,0.0
The HubSpot Plugin is really helpful in bringing up contact information on the spot and allowing quick access to templates and snippets. However the plugin does a terrible job with Tracking emails and is always counting my email opens as an open by my prospect and lead so my data is not accurate for email opens.,2,Dec 20 2021,0.5666666666666667,-0.13333333333333336
Me gusta poder hacer carpetas con los diferentes emails y que se almacenen de manera correcta,5,Dec 20 2021,0.0,0.0
otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo otimo,5,Dec 17 2021,0.0,0.0
Funciona bien tienen buena relación entre HubSpot mail personal calendarios y actividades.,5,Dec 17 2021,0.3,0.0
Es una herramienta básica e indispensable en mi área laboral. Para comunicación interne y externa.,4,Dec 16 2021,0.9,0.4
Muy bien pero con la extension sirve más aun. Impactante lo de cerca que se pueden medir las campañas,5,Dec 16 2021,0.0,0.0
Great! It was extremely easy to use. Tracking was nice and the automatic attachment of the communication to the contact was great.,5,Dec 16 2021,0.8333333333333334,0.7083333333333333
It is working pretty well. I am excited to scale this now. I really love the automations.,4,Dec 15 2021,0.7833333333333333,0.375
lots of bugs on my Macbook Pro M1 lots of bugs on my Macbook Pro M1 lots of bugs on my Macbook Pro M1,1,Dec 14 2021,0.0,0.0
All the official mails we can see and revert also with records. and save even though we forget password we can recover very easily.,5,Dec 14 2021,1.0,0.5633333333333334
"abcdefghijklmnopqrstuhh""uiezyirh_fui""yegfy_yug""&ehz_pgd&b""uzajfgba""yuezkfyhzbufy""g'eahb_yufhghe",4,Dec 14 2021,0.0,0.0
Easy to install and use with HubSpot. I use to use Calendy with HubSpot. Based on easy of use with Gmail I will try using Google Calendar with HubSpot.,5,Dec 13 2021,0.8333333333333334,0.43333333333333335
The activity tracker is not consistent or always effective. Some contacts are reading but I get no indications they are.,2,Dec 13 2021,0.525,0.2375
Permite tener varias herramientas en un solo lugar. Hace mas fácil el seguimiento de actividades,5,Dec 12 2021,0.0,0.0
This integration really needs to support mobile for email logging and tracking.,3,Dec 10 2021,0.2,0.2
O Gmail funciona muito bem com HubSpot. E podemos programar as resoluções e tarefas,5,Dec 9 2021,0.0,0.0
Gmail works well. Very well. It's the integration with HubSpot that is sometimes distracting and not helpful.,3,Dec 8 2021,0.3,0.2
Great reminder of what needs to be done and followed-up. Makes you rise above the competition who is not using such an CRM.,4,Dec 8 2021,0.45,0.26666666666666666
très bien mais je cherche le SAV HubSpot pour mes questions techniques - très bien mais je cherche le SAV HubSpot pour mes questions techniques,4,Dec 8 2021,0.0,0.0
My emails are not being tracked in HubSpot even though I have tracking turned on.,2,Dec 7 2021,0.0,0.0
sync works well from all devices mobile and desktop. It's important for me to have all activities on HubSpot,5,Dec 7 2021,1.0,0.4
SuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuperSuper,5,Dec 7 2021,0.0,0.0
Gmail is fine. It does what I need from an email and a calendar. However getting the features that I value working with HS has been a challenge.,2,Dec 6 2021,0.5,0.4166666666666667
Sim pois usamos o Gmail tanto para entrar em contato com novos clientes quanto para responder as pessoas que já são nossos clientes.,5,Dec 6 2021,0.0,0.0
Ca se désactive constamment. Du coup mon objectif n'est pas atteint. J'envoie des mails mais ils ne s'archivent pas,2,Dec 6 2021,0.0,0.0
Gmail is challenging when you have a long thread of emails under the same topic. There is no clear view to see what is the most updated and how threads on the email are being answered.,2,Dec 5 2021,0.48166666666666663,0.18
Na minha opinião a ferramenta atende muito bem os fins propostos e o uso da ferramenta nos permite alcançar de maneira objetiva os resultados profissionais esperados.,5,Dec 5 2021,0.0,0.0
If you want to track your emails create a sophisticated CRM and leverage your Sales Pipeline I recommend this product.,5,Dec 3 2021,1.0,0.5
Easy to use great visibility in the contact and company record inside of HubSpot. A must have!,5,Dec 2 2021,0.7916666666666667,0.7166666666666667
Excellent for ease of use. 5 Stars across the board. I really like the 2 layer security.,5,Dec 2 2021,0.6,0.6
Excelente herramienta de apoyo diario para recibir y enviar información necesario para realizar trabajos,5,Dec 1 2021,0.0,0.0
Gmail é meu provedor padrão tem funcionado muito bem. As atualizações são bem rápidas,5,Dec 1 2021,0.0,0.0
Gmail is a great tool. I'm so glad to have it as part of my arsenal of resources!,5,Dec 1 2021,0.875,0.7125
better with out HubSpot extra work to go back and forth cannot access from my phone so not want another app on my phone,1,Dec 1 2021,0.19999999999999998,0.16666666666666666
Its a great app but for some reason its broken for me. Does not integrate with Gmail well,3,Dec 1 2021,0.575,0.2
Me gusta que desde la aplicación se pueda crear y registrar el correo y se pueda ver el historial desde aqí al igual que se puede visualizar la aparturas clics de mis correos y los documentos que le envío,5,Nov 30 2021,0.0,0.0
Using HubSpot to track all your sales & customer emails is fantastic. Records get updated and you have a great information about your communications. The one major major issue is that you have to be really careful about tracking emails because you can end up with a pile of contacts in HubSpot that shouldn't be there. And worse you can end up with legal investor and other emails & documentation inside HubSpot for others to see. HubSpot needs to make it easier to filter out contacts that you don't want to track. It is possible to do this it just isn't easy.,2,Nov 29 2021,0.6658333333333333,0.13333333333333336
funciona perecto facilita mucho mi gestión diaria en el proceso de ventas .,5,Nov 29 2021,0.0,0.0
Easy to use and set up - works well. Really please with how straightforward is was to set up with Gmail (which we used already) can now easily track all communication associated with each deal,5,Nov 29 2021,0.5604166666666667,0.36041666666666666
working very well for us so far. We are only 2 weeks in though so there's still time :P,5,Nov 29 2021,0.825,0.2625
It's working well and I will continue to use it more often with my prospects.,4,Nov 26 2021,0.5,0.5
That is none of your concern.....................................................,3,Nov 26 2021,0.0,0.0
ça marche super bien je recommande ça a changé ma vie bien entendu hahahahah,5,Nov 24 2021,0.6666666666666666,0.3333333333333333
Gmail est un outil facile à prendre en main et facile gérable sur plusieurs supports que ce soit le téléphone ou le PC - il a une grande accessibilité et a en plus un belle capacité de stockage de données ce qui facilite les échanges de data sans perte de qualité.,3,Nov 24 2021,0.3333333333333333,0.16666666666666666
this is major for seeing how the email is being received and responded to from the sender,3,Nov 24 2021,0.5,0.0625
It is working well - I need to be better at using it's functionality and features.,4,Nov 24 2021,0.5,0.5
Good. However we need a better way to total the number of emails that are made on a daily weekly etc basis.,4,Nov 23 2021,0.4625,0.3
"L'extension Gmail HubSpot permet de suivre et d'enregistrer les échanges prospects et clients facilement. La fonction ""ne jamais enregistrer"" permet de conserver la maîtrise sur sa création de nouveaux contacts. De quoi garder son CRM propre.",5,Nov 23 2021,0.0,0.0
Extensão funcionando após instalação ajuda no processo de vendas e nosso time comercial.,5,Nov 22 2021,0.0,0.0
Was and is fairly easy to learn both tools; and to utilize different aspects of both to coordinate my daily tasks.,4,Nov 22 2021,0.4777777777777778,0.14444444444444446
Excelente calidad facilidad manejo sencillo alta capacidad de integración,5,Nov 22 2021,0.0,0.0
I like that I can access the CRM and assets directly from Gmail (Snippets Templates etc).,5,Nov 22 2021,0.4,0.1
Gmail me es muy funcional y práctico pero la vinculación con HubSpot no es tan sencilla de aprender sobre todo cuando no se desea que todos los correos (contactos) tengan esta vinculación,3,Nov 20 2021,0.0,0.0
It was not working. But your team put up with my fears of communications and got the job done.,5,Nov 19 2021,0.0,0.0
Funciona muy bien y permite un manejo de la informacion muy dianamico por lo tanto excelente aplicacion,5,Nov 19 2021,0.0,0.0
The integration failed to capture all emails being sent. Not able to track down why.,2,Nov 18 2021,0.4046296296296297,-0.30185185185185187
Es fácil de manejar y muy intuitivo. Me ayuda a controlar mejor el seguimiento de mis correos y también a redactarlos de mejor forma.,5,Nov 18 2021,0.0,0.0
using Gmail I can connect all y others email accounts and and a only one view,5,Nov 18 2021,1.0,0.0
Gmail offre à ses utilisateur une facilité d'utilisation avec une multitude de fonctionnalités pratiques et gratuit.,2,Nov 17 2021,0.0,0.0
It's great and it is easy to use I am able to easily see whom opened my email and when.,4,Nov 17 2021,0.7604166666666667,0.5416666666666667
I have multiple email address and I am using Spark to combine it all. It also has calendar extension and now I have to use also chrome and gmail on the side.,1,Nov 17 2021,0.0,0.0
Gmail is great but for some reason even when I open my inbox I get alerts showing my recipient opened the mail.,3,Nov 17 2021,0.625,0.4
"Tudo funciona mt bem porém não consigo fazer de forma fácil com que um e-mail que eu recebi por fora do HubSpot volte a ter sua cadência por aqui. Por exemplo se eu mando uma mensagem pelo Hub e copio dois destinatários porém um deles clicar em ""responder só para mim""",5,Nov 16 2021,0.0,0.0
I enjoy the functionality. I used calendly for years and it never worked well with other programs.,4,Nov 16 2021,0.4375,0.1375
Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good and Good.,4,Nov 16 2021,0.5999999999999998,0.6999999999999997
When creating a Meeting on HubSpot it not only added it to my Google Calendar but it shared it with my client's including all of my notes (that I thought would be private). To avoid this I just removed Google from HubSpot so that booking meetings on HubSpot does not email my clients. I will just manually add meetings to my Google Calendar.,1,Nov 16 2021,0.6875,0.0
I have multiple Gmail addresses that fully integrate with my HubSpot account. Making it super easy to associated contacts with the various emails that get sent.,5,Nov 16 2021,0.5,0.19166666666666665
HubSpot's Gmail plugin is an effective way to send and track emails to customers prospects team members and vendors. Highly recommend it.,5,Nov 16 2021,0.6699999999999999,0.38
funciona bien  es fácil de usar e ingresar la es amigable con mi conexiones,5,Nov 16 2021,0.0,0.0
It is great tool to communicate with leads. Very easy to use and has lot of other tools which helps the sales people. For example Google search calendar Google meet.,5,Nov 16 2021,0.7083333333333334,0.41277777777777774
We are on Google Workspace so Gmail is the logical solution. It works great for us. It would be great to access my personal Gmail emails in HubSpot too like in PipeDrive. It would make answering non-shared-inbox emails so much easier in HubSpot.,4,Nov 16 2021,0.45,0.41000000000000003
Working well for me and the business regarding the e-mail services will recommend to others,5,Nov 16 2021,0.0,0.0
HubSpot's integration with Gmail just doesn't stack up against many (most?) of the other sales engagement and automation platforms.,2,Nov 15 2021,0.4583333333333333,0.2916666666666667
joe@me.net wants some insurance. I add him to HubSpot and can track my calls and emails to Joe. I will get other emails from underwriting@insuranceco.com and applicationreceived@insuranceco.com some of which I will want to attach to Joe or (Joes 100k policy Deal) (others of course from those same emails need to be attached to mary@me.net or susy@me.net) this requested feature has had good feedback in the HubSpot community boards but has not been implemented. Other than that you'll be hooked if you dip you feet in and use the product. It will help you track all those things spead between your calendar your email your sms and your call log all those things that are slipping between the cracks and losing you deals.,3,Nov 15 2021,0.27916666666666673,0.09166666666666666
Excelente parceria entre as empresas. Só temos a criar mais sinergia. Estamos trilhando uma jornada de inovação e tecnologia,4,Nov 13 2021,0.0,0.0
Gmail really works excellent on my business transactions. So precise on time and very helpful.,5,Nov 13 2021,0.575,0.45
Gmail is a very efficient instrument for our company. The integration with HubSpot helps managing better the relations with our clients and stay on top of everything.,5,Nov 12 2021,0.43333333333333335,0.39999999999999997
"Die Erweiterung setzt sich ""oben auf GMail"" und zerstört die Nutzererfahrung an vielen Stellen. Insbesondere indem sie den Fokus klaut. Dadurch löst man aus versehen shortcuts aus und löscht mails. Sehr problematisch.",2,Nov 11 2021,0.0,0.0
Overall it has been good. Good integration with other software I am using. HubSpot experience was horrible though. It's the worst a CRM can offer.,1,Nov 11 2021,0.5958333333333333,-0.12083333333333335
email tracking helps provide insight and clarity into past customer/prospect interactions. snippets and templates save loads of time. meeting links too! all of these features are intuitive and easy to access within Gmail.,5,Nov 10 2021,0.5416666666666667,0.060416666666666674
Toda nossa comunicação fica integrada a plataforma deixando o histórico das tratativas em nosso contato e/ou negócio.,5,Nov 10 2021,0.0,0.0
Es muy intuitivo y eso me gusta bastante es muy fácil de usar y no he tenido problema alguno en su uso.,4,Nov 10 2021,0.0,0.0
MUY BIEN YA QUE DA LA FACILIDAD DE COMUNICACIÓN Y ADJUNTAR FORMATOS SOLICITADOS,4,Nov 10 2021,0.0,0.0
Correcto. El tener integrado el aviso de tareas en ambas aplicaciones me hace avanzar en el día a dia.,5,Nov 10 2021,0.0,0.0
It is frustrating to me when I get error messages but I can't see what the error is. There is one error message with 5 listed reasons of why you might have received the error.,2,Nov 9 2021,0.9,-0.4
Funciona muy bien para poder comunicar los correos que se envian en el uso de los recordatorios por ejemplo.,4,Nov 9 2021,0.0,0.0
HubSpot plug in shows up on gmail but the emails are not logged/synced in HubSpot.,1,Nov 9 2021,0.0,0.0
Overall is working pretty well the only thing that I find slightly troublesome is the fact that it does not remain pinged nor does it maintain the window opened for calendars for instance.,4,Nov 9 2021,0.5416666666666666,0.020833333333333336
Muy bien tenemos la facilidad de comunicarnos con los clientes y con nuestro equipo de una forma rápida,5,Nov 9 2021,0.0,0.0
Gmail es un aliado más que una herramienta la gran mayoría de empresas con las cuales interactuamos lo tienen y eso facilita no solo videollamadas sino también el trabajo colaborativo.,5,Nov 8 2021,0.0,0.0
If I had a choice I would dump HubSpot and get Salesforce. HubSpot has yet to be helpful to me without lots of headaches.,1,Nov 8 2021,0.0,0.0
It works well. We used some shitty program called Goldmine before (think windows outlook 2005)...,4,Nov 8 2021,0.0,0.0
Fehlerfrei manchmal gibt es Aussetzer aber das ist normal kein Server hat 100% Uptime,3,Nov 8 2021,0.6499999999999999,0.15
"This is a ""must have"" for me. All e-mail are linked to the company and the contact.",5,Nov 7 2021,0.0,0.0
Muy familiarizado con gmail y con laplataforma google suite empresarial y personal,5,Nov 6 2021,0.3,0.0
Agilidad en los procesos y facilidad de uso en los diferentes apps que tiene gmail.,5,Nov 5 2021,0.0,0.0
Gmail is mission critical for our company and my personal work life. I use it for many applications in all areas of my life.,5,Nov 5 2021,0.5333333333333333,0.16666666666666666
Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien Bien,4,Nov 4 2021,0.0,0.0
The overall integration works well but I suggest to integrate the tasks too,4,Nov 3 2021,0.0,0.0
Comes Easy to use and has a lot of features. Using it to track the conversation and email to lead generation. Must have for everyone!,5,Nov 3 2021,0.8333333333333334,0.5416666666666667
Todo el tiempo se desvincula de mi gmail. Y debo logiarme nuevamente...................,2,Nov 3 2021,0.0,0.0
C'est notre boite pro mais elle n'a pas l'air parametrable pour l'instant.,1,Nov 3 2021,0.6666666666666666,0.0
The integration between Gmail and HubSpot is working extremely well thank you!,5,Nov 3 2021,1.0,-0.15625
It's okay but should have more features and be quicker to use. I'd like to see whether an email was opened without opening it myself.,2,Nov 3 2021,0.5,0.5
Funciona genial es una herramienta útil y muy eficaz de comunicación para los usuarios,5,Nov 2 2021,0.0,0.0
good no time to write in details................................................,5,Nov 2 2021,0.6000000000000001,0.7
Nice integration overall. I like having my emails at my fingertips in HubSpot.,4,Nov 2 2021,0.5,0.3
Es una plataforma mucho más amigable y facil de usar. Facil de configurar y personalizar.,5,Nov 2 2021,0.0,0.0
HubSpot is probably the best help desk service available in the market right now and their support is awesome! The navigation is simple and easy to use. Overall a much better experience than Zendesk.,5,Nov 2 2021,0.49077380952380956,0.45238095238095233
Gmail is use for communication service complaints services management Lots of mail are for advertising purpose after Unsubsribe the mails are frequently comes with another titles.,2,Nov 1 2021,0.3,0.1
mi empresa asido muy funcional y mas que a hora contamos con su nueva herramienta de trabajo,5,Oct 29 2021,0.0,0.0
Gmail itself is going well -- it's not really a personal choice more that we have subscribed to Google Workspace as a business and that comes with gmail.,5,Oct 28 2021,0.4,0.25
Sim o Gmail atende a minha a necessidade por enquanto não tenho um volume de demanda.,5,Oct 28 2021,0.0,0.0
Ótima ágil e eficiente. Me ajuda no dia a dia na comunicação com novos prospects.,5,Oct 28 2021,0.0,0.0
Works well if you want all mail to be controlled by HubSpot but falls down when only some mail is to be managed - even if no mail is to be managed.,2,Oct 28 2021,0.6444444444444445,-0.07777777777777779
Con la vinculación de Gmail y HubSpot el seguimiento con los clientes se queda guardado no importa si se contesta desde Gmail o HubSpot el seguimiento se queda guardado. Me encanta que desde Gmail esta vinculada la empresa y así puedo acceder rápidamente a la empresa en HS,5,Oct 28 2021,0.0,0.0
Browser-based email is the f-ing worst interface. Bring back command line!,1,Oct 27 2021,0.5,-0.5
Sim. Com o uso do Gmail traz muita facilidade pois conseguimos ter um acesso quase único junto ao HubSpot.,5,Oct 27 2021,0.0,0.0
Estoy acostumbrada porque es mi cuenta personal adicional a que tienes todo el ecosistema de calendario reuniones y contactos. Esta integración de plataformas mejora la agilidad en las actividades diarias.,5,Oct 27 2021,0.3,0.0
Espectacular la experiencia con HubSpot. Nos ha permitido automatizar nuestro trabajo. Espero pronto unir mas herramientas del sistema.,5,Oct 26 2021,0.0,0.0
I would say is bad because I'm missing tickets from my customers. Emails do not reach HubSpot!,2,Oct 26 2021,0.35833333333333334,-0.4749999999999999
Gmail in Google Workspace works pretty well and I love it. Itegration with HubSpot is easy set in HubSpont Email settings,5,Oct 26 2021,0.8111111111111112,0.39444444444444443
This is a must-use integration for HubSpot & Gmail clients. It is one of my main sales tools and a true g-d send.,5,Oct 25 2021,0.4916666666666667,0.2583333333333333
I love to know what the team is up to and to be able to arrange meeting and keep record of all meetings in HubSpot.,5,Oct 25 2021,0.6125,0.5
It is simple to use. It is direct. easy to manage and setup in a way that works for our business.,4,Oct 25 2021,0.5301587301587302,0.17777777777777778
Funktioniert sehr stabil. Ich bin zufrieden. Lediglich die Erstellung von Aufgaben in Gmail direkt könnte noch etwas flexibler gestaltet sein.,5,Oct 25 2021,0.0,0.0
me parace todo lo que por el momento se haces va bastante bien. Para poder dar una valoración más concreta debo seguir aprendiendo a usar todas las funcionalidades posibles. En base a esto debep decir que los correos con tips de com usar tanto HubSpot como gmail son excelentes.,4,Oct 25 2021,1.0,-0.8
Fair nothing special hard to get answers to questions help and support weak,3,Oct 22 2021,0.6595238095238095,0.0976190476190476
Perfeitamente não tenho o que reclamar do gmail conectado ao HubSpot. Até o momento tem me atendido demais,5,Oct 22 2021,0.0,0.0
Funciona muy bien es una excelente herramienta la cual es compatible con varias herramientas,5,Oct 22 2021,0.0,0.0
Ojalá podiera uno seleccionar qué correos son para enrutar y cuáles no. Quisiera saber también más de HubSpot ya que solo lo he usado una vez.,3,Oct 21 2021,0.0,0.0
Gmail is ok. HubSpot still trying to learn the ins and outs of it and how ity works with my Ion Capital Solutions business,3,Oct 21 2021,0.5,0.5
Gmail es una herramienta fácil de utilizar para gestión de correos. El agregar utilidades de monitoreo de comunicaciones apoya la gestión de la comunicación y diseño de estrategias a partir de la información.,4,Oct 21 2021,0.0,0.0
Buena  pero mejorable. Hay muchas funciones que no son faciles de ajustar  igual creoque la ayuda existe y no la he buscado lo suficiente,4,Oct 21 2021,0.0,0.0
No information to fix HubSpot - Gmail fix limited only to some overarching general guides. Documentation is poor. Driving our organisation crazy.,1,Oct 21 2021,0.6285714285714286,-0.20428571428571426
0. horrible. affects negatively tremendously. no support whatsoever!!I i have been trying to get help by all means but nobody answer me. please help me asap. thanks!,1,Oct 20 2021,0.7333333333333334,-0.3055555555555556
All working fine for my needs. Simple to use and understand when training others to use.,5,Oct 20 2021,0.4285714285714286,0.20833333333333334
Sim está funcionando normalmente. Muito bom esse aplicativo.. Melhor experiência,5,Oct 20 2021,0.0,0.0
"This review is specifically for Gmail integration with SalesHub and not HubSpot overall. My work is done primarily within Gmail and you are not auto-alerted within Gmail in a user-friendly way. You have ""open"" SalesHub to see a list of relevant activities/opens/clicks etc.. instead of being able to see them in Gmail. Also the reporting features are very limited and you cannot ""batch enroll"" a list of leads/contacts. SalesHub caps at 50 contacts -- not very efficient... Compared to MixMax and SalesLoft -- SalesHub significantly falls short of being a sales-centric tool.",1,Oct 20 2021,0.465079365079365,0.16468253968253968
Algunas funciones no se encuentran habilitadas. El espacio de la firma electronica es mayor al del cuerpo del correo,4,Oct 19 2021,0.0,0.0
Gmail and G Suite work very well for us on the whole. Only issue is deeply nested messages are not easy to work with,4,Oct 19 2021,0.5866666666666667,0.03666666666666667
Task reminders notifications through Gmail is a real added value compare to other CRMs (eg SalesForce),5,Oct 19 2021,0.3375,0.037500000000000006
Fine................................................................................,3,Oct 18 2021,0.5,0.4166666666666667
In general HubSpot is a helpful tool for sales. However the Gmail integration could be more user-friendly especially (at least in my case) tagging email threads to specific projects. I'm having trouble locating the correct project. An auto-fill search feature that works is all I need. I have multiple projects per vendor/contact so that may lead to confusion.,3,Oct 18 2021,0.3541666666666667,-0.04166666666666666
Can track notes and e-mails and any communication that was had in one spot. Makes it easier to follow up on calls as well as set up tasks...weekly,4,Oct 18 2021,0.0,0.0
excelente herramienta solución simple e intuitiva favorece el cierre de ventas,5,Oct 18 2021,0.35714285714285715,0.0
Me funciona bien me da facilidades en el seguimiento de los correos dentro de la empresa.,5,Oct 18 2021,0.0,0.0
Muy bien facilita el trabajo en gran medida y ofrece una linea de conexión con los clientes. Está muy bien integrado y quizas falta poder sincronizar la firma en lugar de ponerla en cada sitio por separado,5,Oct 18 2021,0.0,0.0
Funciona bien y la incidencia ha sido muy positiva como complemento al resto de herramientas.,4,Oct 18 2021,0.0,0.0
I have a lot of ideas on how this could improve. I use it every day. It's just not everything I want it to be. It's close but its just not quite there.,3,Oct 17 2021,0.0,0.0
I have a lot of meetings and having them pop up and easy to access through slack saves a lot of clicking.,5,Oct 16 2021,0.8333333333333334,0.43333333333333335
Bien me está ordenando. Falta un poco de claridad en la asistencia técnica,4,Oct 15 2021,0.0,0.0
Gmail is brilliant. I love the tools and apps I can add to it to creat my workspace.,5,Oct 14 2021,0.8,0.7
It's been difficult to go from SFDC to HubSpot to be honest. the template editing is not great neither as it does not refresh,2,Oct 14 2021,0.8833333333333333,-0.10000000000000002
The perfect application! EVERRYTHING YOU NEED IS AT THE TIP OF YOUR HANDS! I LOVE HOW IT CREATES TEMPLATES AFTER IT NOTICES YOU COPYING AND PASTING! IT IS A PHENOMENAL APP!,5,Oct 14 2021,0.7000000000000001,0.75
Gmail is a bit delayed in syncing with HubSpot ( when a lead is assigned). which might be critical when a direct demo is associated to one contact.,3,Oct 14 2021,0.6000000000000001,0.05
"Creo que el funcionamiento es bueno y el hecho de que esté ligado a HubSpot es genial pero creo que le añadiría funciones como por ejemplo el poder incluir ""tarea"" en el email o poder incluir las plantillas que tenemos en HubSpot desde gmail. Estas 2 funciones estaría bien tenerlas diponibles igual que está disponible la casilla de ""seguimiento"".",4,Oct 14 2021,0.0,0.0
Great to be able to be in HubSpot or Gmail and move freely between the two,4,Oct 13 2021,0.725,0.5666666666666668
We will never look back We are very happy with the choice we made as a business to proceed with this service.,5,Oct 13 2021,0.5,0.5
Funciona bien y me permite crecer en mi negocio.Porque con las nuevas funcionalidades se logra mas productividad.,5,Oct 13 2021,0.0,0.0
Gmail works fine. HubSpot messages end up not reaching the target audience. Why do I need 75 characters for feedback? It is terrible,1,Oct 13 2021,0.75,-0.29166666666666663
great CRM very extensive in capability... I am only an employee as a user and this CRM is very good at helping to guide my outbound calls and prospecting each day. Additionally- it seems great for reports that my employer needs to monitor as well.,5,Oct 12 2021,0.7426666666666668,0.502
Personalmente prefiero trabajar con otro software que permita trabajar con carpetas (folders). Con el gmail trabajar y archivar con carpetas es muy incómodo porque es un árbol que se despliega con el paso del mouse en una ventana muy pequeña para mi forma de trabajo,2,Oct 12 2021,0.0,0.0
tres simple d utilisation,2,Oct 12 2021,0.35714285714285715,0.0
